tunefamily,songid,motifid,begintime,endtime,duration,startindex,endindex,numberofnotes,motifclass,description,annotator,changes
Zolang_de_boom_zal_bloeien_1,NLB071082_01,NLB071082_01_01,24,53/2,5/2,31,34,4,"1:dbdg","melodic","ann3","length"
Zolang_de_boom_zal_bloeien_1,NLB071082_01,NLB071082_01_02,12,29/2,5/2,14,17,4,"1:dbdg","melodic","ann3","length"
Zolang_de_boom_zal_bloeien_1,NLB071082_01,NLB071082_01_03,7/2,6,5/2,5,6,2,"2:fise","jump","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB071082_01,NLB071082_01_04,8,12,4,11,13,3,"3:gfised","melodic","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB071082_01,NLB071082_01_05,15,35/2,5/2,19,22,4,"4:bage","melodic","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB071082_01,NLB071082_01_06,27,59/2,5/2,36,39,4,"4:bage","melodic","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB071082_01,NLB071082_01_07,30,36,6,41,47,7,"5:edefisg","melodic","ann3","length"
Zolang_de_boom_zal_bloeien_1,NLB071082_01,NLB071082_01_08,18,24,6,24,30,7,"5:edefisg","melodic","ann3","length"
Het_vrouwtje_van_Stavoren_1,NLB071227_01,NLB071227_01_00,11,16,5,9,12,4,"1:deda","rhytmic+melodic","ann2","length"
Het_vrouwtje_van_Stavoren_1,NLB071227_01,NLB071227_01_01,53,113/2,7/2,44,46,3,"2:gbd","triad with slur","ann2",""
Het_vrouwtje_van_Stavoren_1,NLB071227_01,NLB071227_01_02,69,145/2,7/2,58,60,3,"2:gbd","triad with slur","ann2",""
Het_vrouwtje_van_Stavoren_1,NLB071227_01,NLB071227_01_03,44,48,4,37,38,2,"3:ed","melodic","ann2","length"
Het_vrouwtje_van_Stavoren_1,NLB071227_01,NLB071227_01_04,73,80,7,62,66,5,"4:dacbg","melodic","ann2","length"
Het_vrouwtje_van_Stavoren_1,NLB071227_01,NLB071227_01_05,57,64,7,48,52,5,"4:dacbg","melodic","ann2","length"
Lieve_schipper_vaar_me_over_1,NLB071237_01,NLB071237_01_00,0,5/2,5/2,0,2,3,"1:gbd","ascending triad, also rhythmic","ann1","length"
Lieve_schipper_vaar_me_over_1,NLB071237_01,NLB071237_01_01,6,35/4,11/4,8,10,3,"1:gbd","ascending triad, also rhythmic","ann1","length"
Lieve_schipper_vaar_me_over_1,NLB071237_01,NLB071237_01_02,5/2,6,7/2,3,7,5,"2:edccb","descending melodic figure","ann1","length"
Lieve_schipper_vaar_me_over_1,NLB071237_01,NLB071237_01_03,39/4,12,9/4,13,14,2,"3:da","descending interval","ann1","length"
Lieve_schipper_vaar_me_over_1,NLB071237_01,NLB071237_01_04,12,18,6,15,22,8,"5:abcdefisgg","ascending line, melodic","ann1","cons"
Vaarwel_bruidje_schoon,NLB071369_01,NLB071369_01_00,1,6,5,1,4,4,"1:defisg","melodic line","ann1",""
Vaarwel_bruidje_schoon,NLB071369_01,NLB071369_01_01,13,18,5,13,16,4,"1:defisg","melodic line","ann1","pr"
Vaarwel_bruidje_schoon,NLB071369_01,NLB071369_01_02,10,12,2,10,11,2,"2:ba","descending interval","ann1","length"
Vaarwel_bruidje_schoon,NLB071369_01,NLB071369_01_03,22,24,2,22,23,2,"2:ba","descending interval","ann1","pr"
Vaarwel_bruidje_schoon,NLB071369_01,NLB071369_01_04,24,32,8,24,29,6,"3:deedee","rhythmic, repeating note","ann1","length"
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB071441_01,NLB071441_01_00,29,32,3,46,48,3,"1:bag","melodic","ann1",""
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB071441_01,NLB071441_01_01,5,8,3,9,11,3,"1:bag","melodic","ann1",""
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB071441_01,NLB071441_01_02,16,18,2,25,27,3,"2:dg","interval up","ann1","length"
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB071441_01,NLB071441_01_03,25,29,4,38,45,8,"3:cbcdefisgc","rhythmic","ann1","length"
Ik_kwam_laatst_eens_in_de_stad,NLB071478_01,NLB071478_01_00,7/2,6,5/2,5,7,3,"1:eddedd","rhytmic+repeated notes","ann2",""
Ik_kwam_laatst_eens_in_de_stad,NLB071478_01,NLB071478_01_01,12,17,5,14,19,6,"2:bbddc","melodic+sequens","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB071478_01,NLB071478_01_02,6,11,5,8,13,6,"2:bbddc","melodic+sequens","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB071478_01,NLB071478_01_03,18,43/2,7/2,20,24,5,"3:gbdg","melodic","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB071478_01,NLB071478_01_04,49/2,55/2,3,29,34,6,"4:eeegfise","melodic+rhytmic","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB071478_01,NLB071478_01_05,55/2,30,5/2,35,37,3,"5:dcb","melodic","ann2","length"
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB071666_01,NLB071666_01_00,5,8,3,8,11,4,"1:bag","melodic","ann1",""
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB071666_01,NLB071666_01_01,16,37/2,5/2,22,23,2,"2:dg","interval up","ann1","length"
Het_was_op_een_driekoningenavond_1,NLB071669_01,NLB071669_01_00,5,8,3,8,10,3,"1:aba","melodic","ann3",""
Het_was_op_een_driekoningenavond_1,NLB071669_01,NLB071669_01_01,18,21,3,22,27,6,"2:eedcba","melodic","ann3","length"
Het_was_op_een_driekoningenavond_1,NLB071669_01,NLB071669_01_02,21,24,3,28,30,3,"3:gbd","melodic","ann3",""
Wat_zag_ik_daar_van_verre_1,NLB071944_01,NLB071944_01_00,7/2,13/2,3,5,7,3,"2:afisd","melodic (triad or jump)","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB071944_01,NLB071944_01_01,19/2,25/2,3,11,13,3,"3:dcba","melodic","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB071944_01,NLB071944_01_02,32,35,3,38,40,3,"5:dbg","melodic (triad or jump)","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB071944_01,NLB071944_01_03,17,20,3,21,23,3,"5:dbg","melodic (triad or jump)","ann2","length"
Er_reed_er_eens_een_ruiter_1,NLB071957_03,NLB071957_03_00,21/2,12,3/2,23,25,3,"5:bdb","ascending + descending interval","ann1",""
Er_reed_er_eens_een_ruiter_1,NLB071957_03,NLB071957_03_01,12,29/2,5/2,26,29,4,"6:accbag","melodic figure","ann1",""
Een_lindeboom_stond_in_het_dal_1,NLB071958_01,NLB071958_01_00,12,15,3,17,20,4,"1:dbdg","melodic","ann3",""
Een_lindeboom_stond_in_het_dal_1,NLB071958_01,NLB071958_01_01,0,3,3,0,3,4,"1:dbdg","melodic","ann3",""
Een_lindeboom_stond_in_het_dal_1,NLB071958_01,NLB071958_01_02,4,13/2,5/2,5,7,3,"2:gfisc","melodic, harmonic","ann3",""
Een_lindeboom_stond_in_het_dal_1,NLB071958_01,NLB071958_01_03,41/2,24,7/2,30,33,4,"3:defisg","melodic","ann3",""
Het_was_op_een_driekoningenavond_1,NLB071974_02,NLB071974_02_00,35,37,2,44,47,4,"2:eedcba","melodic","ann3","length"
Het_was_op_een_driekoningenavond_1,NLB071974_02,NLB071974_02_01,19,21,2,23,26,4,"2:eedcba","melodic","ann3","length"
Het_was_op_een_driekoningenavond_1,NLB071974_02,NLB071974_02_02,37,40,3,48,50,3,"3:gbd","melodic","ann3",""
Het_was_op_een_driekoningenavond_1,NLB071974_02,NLB071974_02_03,21,24,3,27,29,3,"3:gbd","melodic","ann3",""
Daar_was_laatstmaal_een_ruiter_2,NLB072003_01,NLB072003_01_00,16,35/2,3/2,27,28,2,"1:dg","interval up","ann1","length"
Daar_was_laatstmaal_een_ruiter_2,NLB072003_01,NLB072003_01_01,41/2,45/2,2,35,36,2,"2:gd","interval down","ann1","length"
Daar_was_laatstmaal_een_ruiter_2,NLB072003_01,NLB072003_01_02,1/2,5/2,2,1,4,4,"3:bbbb","repeating notes","ann1",""
Daar_was_laatstmaal_een_ruiter_2,NLB072003_01,NLB072003_01_03,9/2,15/2,3,9,13,5,"4:ddcba","melodic","ann1","length"
Daar_was_laatstmaal_een_ruiter_2,NLB072003_01,NLB072003_01_04,24,51/2,3/2,37,38,2,"1:dg","interval up","ann1","add"
Daar_was_laatstmaal_een_ruiter_2,NLB072015_01,NLB072015_01_00,0,2,2,0,1,2,"1:dg","interval up","ann1","length"
Daar_was_laatstmaal_een_ruiter_2,NLB072015_01,NLB072015_01_01,5,7,2,6,7,2,"2:gd","interval down","ann1","length"
Daar_was_laatstmaal_een_ruiter_2,NLB072015_01,NLB072015_01_02,17,19,2,18,21,4,"3:bbbb","repeating notes","ann1",""
Daar_was_laatstmaal_een_ruiter_2,NLB072015_01,NLB072015_01_03,21,24,3,25,29,5,"4:ddcba","melodic","ann1","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB072085_01,NLB072085_01_00,3/2,13/4,7/4,3,4,2,"1:ed","melodic","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB072085_01,NLB072085_01_01,15/2,9,3/2,15,17,3,"2:cba","melodic","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB072085_01,NLB072085_01_02,21/2,25/2,2,21,22,2,"1:ed","melodic","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB072085_01,NLB072085_01_03,33/2,18,3/2,32,34,3,"2:cba","melodic","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB072085_01,NLB072085_01_04,21,22,1,41,42,2,"3:dg","jump (fifth)","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB072085_01,NLB072085_01_05,25,26,1,49,50,2,"3:dg","jump (fifth)","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB072085_01,NLB072085_01_06,67/2,73/2,3,63,66,4,"4:abcisd","melodic","ann2","length"
Soldaat_kwam_uit_de_oorlog,NLB072103_01,NLB072103_01_00,7/2,8,9/2,5,10,6,"1","melodic","ann3",""
Soldaat_kwam_uit_de_oorlog,NLB072103_01,NLB072103_01_01,37/2,23,9/2,28,33,6,"1","melodic","ann3","add"
Soldaat_kwam_uit_de_oorlog,NLB072103_01,NLB072103_01_02,67/2,38,9/2,51,56,6,"1","melodic","ann3","add"
Daar_reed_een_jonkheer_1,NLB072154_01,NLB072154_01_00,1/2,7/2,3,1,4,4,"1:gfed","melodic line","ann1",""
Daar_reed_een_jonkheer_1,NLB072154_01,NLB072154_01_01,9/2,6,3/2,7,10,4,"2:aaaa","repeating notes, rhythmic","ann1",""
Daar_reed_een_jonkheer_1,NLB072154_01,NLB072154_01_02,21/2,27/2,3,22,25,4,"1:gfed","melodic line","ann1","add"
Het_vrouwtje_van_Stavoren_1,NLB072237_01,NLB072237_01_00,11,16,5,11,14,4,"1:deda","rhytmic+melodic","ann2","length"
Het_vrouwtje_van_Stavoren_1,NLB072237_01,NLB072237_01_01,53,113/2,7/2,46,48,3,"2:gbd","triad with slur","ann2",""
Het_vrouwtje_van_Stavoren_1,NLB072237_01,NLB072237_01_02,44,48,4,39,40,2,"3:ed","melodic","ann2","length"
Het_vrouwtje_van_Stavoren_1,NLB072237_01,NLB072237_01_03,57,64,7,50,54,5,"4:dacbg","melodic","ann2","length"
Heer_Halewijn_4,NLB072248_01,NLB072248_01_00,0,4,4,0,5,6,"1:ddabcd","rhytmic","ann2","length"
Heer_Halewijn_4,NLB072248_01,NLB072248_01_01,22,24,2,33,35,3,"3:bag","melodic","ann2",""
Heer_Halewijn_4,NLB072250_01,NLB072250_01_00,0,7/2,7/2,0,4,5,"1:ddabcd","rhytmic","ann2","length"
Heer_Halewijn_4,NLB072250_01,NLB072250_01_01,37/2,43/2,3,25,26,2,"2:ad","jump (5th)","ann2","length"
Heer_Halewijn_4,NLB072250_01,NLB072250_01_02,45/2,51/2,3,28,30,3,"3:bag","melodic","ann2",""
Heer_Halewijn_4,NLB072253_01,NLB072253_01_00,0,7/2,7/2,0,4,5,"1:ddabcd","rhytmic","ann2","length"
Heer_Halewijn_4,NLB072253_01,NLB072253_01_01,41/2,47/2,3,26,28,3,"2:ad","jump (5th)","ann2","length"
Heer_Halewijn_4,NLB072253_01,NLB072253_01_02,21/2,27/2,3,14,16,3,"2:ad","jump (5th)","ann2","add"
Heer_Halewijn_2,NLB072254_01,NLB072254_01_00,12,45/2,21/2,24,37,14,"2","melodic","ann3","length"
Heer_Halewijn_2,NLB072255_01,NLB072255_01_00,12,24,12,21,32,12,"2","melodic","ann3","length"
Heer_Halewijn_4,NLB072256_01,NLB072256_01_00,0,4,4,0,5,6,"1:ddabcd","rhytmic","ann2","length"
Heer_Halewijn_4,NLB072256_01,NLB072256_01_01,19,22,3,24,25,2,"2:ad","jump (5th)","ann2","length"
Heer_Halewijn_4,NLB072256_01,NLB072256_01_02,24,26,2,28,30,3,"3:bag","melodic","ann2",""
Heer_Halewijn_2,NLB072257_01,NLB072257_01_00,12,24,12,22,34,13,"2","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB072283_01,NLB072283_01_00,11,29/2,7/2,15,20,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB072283_01,NLB072283_01_01,49/2,29,9/2,38,43,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB072283_01,NLB072283_01_02,7/2,8,9/2,5,10,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB072284_01,NLB072284_01_00,25/2,17,9/2,18,23,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB072284_01,NLB072284_01_01,55/2,32,9/2,40,45,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB072284_01,NLB072284_01_02,7/2,8,9/2,6,11,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB072285_01,NLB072285_01_00,7/2,8,9/2,7,11,5,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB072285_01,NLB072285_01_01,37/2,23,9/2,28,34,7,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB072286_01,NLB072286_01_00,55/2,32,9/2,44,49,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB072286_01,NLB072286_01_01,7/2,8,9/2,7,12,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB072286_01,NLB072286_01_02,25/2,17,9/2,20,25,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB072287_01,NLB072287_01_00,7/2,9,11/2,5,10,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB072287_01,NLB072287_01_01,25/2,18,11/2,16,21,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB072288_01,NLB072288_01_00,25/2,17,9/2,18,23,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB072288_01,NLB072288_01_01,55/2,33,11/2,40,45,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB072288_01,NLB072288_01_02,7/2,8,9/2,6,11,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB072289_01,NLB072289_01_00,7/2,8,9/2,5,9,5,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB072289_01,NLB072289_01_01,37/2,23,9/2,27,32,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB072289_01,NLB072289_01_02,67/2,38,9/2,50,55,6,"1","melodic","ann3","length"
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB072299_01,NLB072299_01_00,45,48,3,59,61,3,"1:bag","melodic","ann1",""
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB072299_01,NLB072299_01_01,5,8,3,6,8,3,"1:bag","melodic","ann1",""
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB072299_01,NLB072299_01_02,16,18,2,20,21,2,"2:dg","interval up","ann1","length"
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB072299_01,NLB072299_01_03,32,34,2,41,42,2,"2:dg","interval up","ann1","pr"
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB072299_01,NLB072299_01_04,25,29,4,30,37,8,"3:cbcdefisgc","rhythmic","ann1","length"
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB072299_01,NLB072299_01_05,41,45,4,51,58,8,"3:cbcdefisgc","rhythmic","ann1","pr"
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB072306_01,NLB072306_01_00,61/2,69/2,4,40,42,3,"1:bag","melodic","ann1",""
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB072306_01,NLB072306_01_01,9/2,15/2,3,7,9,3,"1:bag","melodic","ann1",""
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB072306_01,NLB072306_01_02,97/2,52,7/2,63,65,3,"1:bag","melodic","ann1","pr"
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB072306_01,NLB072306_01_03,33/2,19,5/2,20,22,3,"2:dg","interval up","ann1","length"
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB072306_01,NLB072306_01_04,69/2,37,5/2,43,45,3,"2:dg","interval up","ann1","pr"
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB072306_01,NLB072306_01_05,53/2,61/2,4,32,39,8,"3:cbcdefisgc","rhythmic","ann1","length"
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB072306_01,NLB072306_01_06,89/2,97/2,4,55,62,8,"3:cbcdefisgc","rhythmic","ann1","pr"
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB072311_01,NLB072311_01_00,57/2,32,7/2,39,41,3,"1:bag","melodic","ann1",""
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB072311_01,NLB072311_01_01,89/2,95/2,3,60,62,3,"1:bag","melodic","ann1","pr"
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB072311_01,NLB072311_01_02,9/2,15/2,3,7,9,3,"1:bag","melodic","ann1",""
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB072311_01,NLB072311_01_03,49/2,57/2,4,31,38,8,"3:cbcdefisgc","rhythmic","ann1","length"
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB072311_01,NLB072311_01_04,81/2,89/2,4,52,59,8,"3:cbcdefisgc","rhythmic","ann1","pr"
Er_was_een_meisje_van_zestien_jaren_1,NLB072355_01,NLB072355_01_00,0,5/2,5/2,0,1,2,"1:dc","interval up","ann1","length"
Er_was_een_meisje_van_zestien_jaren_1,NLB072355_01,NLB072355_01_01,7,9,2,6,7,2,"2:ba","melodic, descending interval","ann1","length"
Er_was_een_meisje_van_zestien_jaren_1,NLB072355_01,NLB072355_01_02,19,24,5,20,22,3,"3:bag","melodic","ann1",""
Er_was_een_meisje_van_zestien_jaren_1,NLB072355_02,NLB072355_02_00,0,5/2,5/2,0,1,2,"1:dc","interval up","ann1","length"
Er_was_een_meisje_van_zestien_jaren_1,NLB072355_02,NLB072355_02_01,10,25/2,5/2,9,10,2,"1:dc","interval up","ann1","pr"
Er_was_een_meisje_van_zestien_jaren_1,NLB072355_02,NLB072355_02_02,7,9,2,7,8,2,"2:ba","melodic, descending interval","ann1","length"
Er_was_een_meisje_van_zestien_jaren_1,NLB072355_02,NLB072355_02_03,17,19,2,16,17,2,"2:ba","melodic, descending interval","ann1","pr"
Er_was_een_meisje_van_zestien_jaren_1,NLB072355_02,NLB072355_02_04,29,34,5,29,31,3,"3:bag","melodic","ann1",""
Er_was_een_meisje_van_zestien_jaren_1,NLB072355_12,NLB072355_12_00,0,5/2,5/2,0,1,2,"1:dc","interval up","ann1","length"
Er_was_een_meisje_van_zestien_jaren_1,NLB072355_12,NLB072355_12_01,10,25/2,5/2,10,11,2,"1:dc","interval up","ann1","pr"
Er_was_een_meisje_van_zestien_jaren_1,NLB072355_12,NLB072355_12_02,7,9,2,8,9,2,"2:ba","melodic, descending interval","ann1","length"
Er_was_een_meisje_van_zestien_jaren_1,NLB072355_12,NLB072355_12_03,17,19,2,18,19,2,"2:ba","melodic, descending interval","ann1","pr"
Er_was_een_meisje_van_zestien_jaren_1,NLB072355_12,NLB072355_12_04,29,34,5,32,35,4,"3:bag","melodic","ann1",""
Er_was_een_meisje_van_zestien_jaren_1,NLB072356_02,NLB072356_02_00,0,5/2,5/2,0,1,2,"1:dc","interval up","ann1","length"
Er_was_een_meisje_van_zestien_jaren_1,NLB072356_02,NLB072356_02_01,10,25/2,5/2,10,11,2,"1:dc","interval up","ann1","pr"
Er_was_een_meisje_van_zestien_jaren_1,NLB072356_02,NLB072356_02_02,7,9,2,8,9,2,"2:ba","melodic, descending interval","ann1","length"
Er_was_een_meisje_van_zestien_jaren_1,NLB072356_02,NLB072356_02_03,17,19,2,18,19,2,"2:ba","melodic, descending interval","ann1","pr"
Er_was_een_meisje_van_zestien_jaren_1,NLB072356_02,NLB072356_02_04,30,33,3,35,37,3,"3:bag","melodic","ann1",""
Er_was_een_meisje_van_zestien_jaren_1,NLB072357_01,NLB072357_01_00,0,5/2,5/2,0,1,2,"1:dc","interval up","ann1","length"
Er_was_een_meisje_van_zestien_jaren_1,NLB072357_01,NLB072357_01_01,10,25/2,5/2,10,11,2,"1:dc","interval up","ann1","pr"
Er_was_een_meisje_van_zestien_jaren_1,NLB072357_01,NLB072357_01_02,7,9,2,8,9,2,"2:ba","melodic, descending interval","ann1","length"
Er_was_een_meisje_van_zestien_jaren_1,NLB072357_01,NLB072357_01_03,17,19,2,18,19,2,"2:ba","melodic, descending interval","ann1","pr"
Er_was_een_meisje_van_zestien_jaren_1,NLB072357_01,NLB072357_01_04,28,33,5,33,35,3,"3:bag","melodic","ann1",""
Er_was_een_meisje_van_zestien_jaren_1,NLB072358_01,NLB072358_01_00,0,5/2,5/2,0,1,2,"1:dc","interval up","ann1","length"
Er_was_een_meisje_van_zestien_jaren_1,NLB072358_01,NLB072358_01_01,10,25/2,5/2,9,11,3,"1:dc","interval up","ann1","pr"
Er_was_een_meisje_van_zestien_jaren_1,NLB072358_01,NLB072358_01_02,7,9,2,7,8,2,"2:ba","melodic, descending interval","ann1","length"
Er_was_een_meisje_van_zestien_jaren_1,NLB072358_01,NLB072358_01_03,17,19,2,17,18,2,"2:ba","melodic, descending interval","ann1","pr"
Er_was_een_meisje_van_zestien_jaren_1,NLB072358_01,NLB072358_01_04,29,35,6,33,36,4,"3:bag","melodic","ann1",""
Er_was_een_meisje_van_zestien_jaren_1,NLB072359_01,NLB072359_01_00,6,8,2,6,7,2,"2:ba","melodic, descending interval","ann1","add"
Er_was_een_meisje_van_zestien_jaren_1,NLB072359_01,NLB072359_01_01,17,24,7,20,22,3,"3:bag","melodic","ann1","add"
Er_was_een_meisje_van_zestien_jaren_1,NLB072360_01,NLB072360_01_00,0,5/2,5/2,0,1,2,"1:dc","interval up","ann1","length"
Er_was_een_meisje_van_zestien_jaren_1,NLB072360_01,NLB072360_01_01,10,25/2,5/2,10,11,2,"1:dc","interval up","ann1","pr"
Er_was_een_meisje_van_zestien_jaren_1,NLB072360_01,NLB072360_01_02,7,9,2,8,9,2,"2:ba","melodic, descending interval","ann1","length"
Er_was_een_meisje_van_zestien_jaren_1,NLB072360_01,NLB072360_01_03,17,19,2,18,19,2,"2:ba","melodic, descending interval","ann1","pr"
Er_was_een_meisje_van_zestien_jaren_1,NLB072360_01,NLB072360_01_04,30,33,3,33,35,3,"3:bag","melodic","ann1",""
Heer_Halewijn_2,NLB072378_01,NLB072378_01_00,12,21,9,23,33,11,"2","melodic","ann3","add"
Er_was_een_koopman_rijk_en_machtig,NLB072441_01,NLB072441_01_00,32,35,3,44,47,4,"10:decb","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB072441_01,NLB072441_01_01,35,36,1,48,49,2,"11:gg","rhytmic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB072441_01,NLB072441_01_02,36,40,4,50,54,5,"12:abcag2","rhytmic+melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB072441_01,NLB072441_01_03,10,12,2,14,15,2,"5:dc","rhytmic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB072441_01,NLB072441_01_04,16,20,4,21,26,6,"7:g-g'fis","8jump+melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB072441_01,NLB072441_01_05,22,24,2,31,32,2,"8:edd","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB072441_01,NLB072441_01_06,28,32,4,39,43,5,"9:cdeed","rhytmic+melodic","ann2","length"
Femmes_voulez_vous_eprouver,NLB072450_01,NLB072450_01_00,13,31/2,5/2,16,18,3,"1:bag","melodic","ann1",""
Femmes_voulez_vous_eprouver,NLB072450_01,NLB072450_01_01,19,23,4,24,26,3,"2:fis","highest note in line","ann1","start|length"
Femmes_voulez_vous_eprouver,NLB072450_01,NLB072450_01_02,29,32,3,34,36,3,"3:gacb","melodic","ann1",""
Femmes_voulez_vous_eprouver,NLB072450_01,NLB072450_01_03,37,40,3,44,46,3,"4:bag","melodic","ann1",""
Er_was_een_meisje_van_zestien_jaren_1,NLB072457_01,NLB072457_01_00,0,3,3,0,1,2,"1:dc","interval up","ann1","length"
Er_was_een_meisje_van_zestien_jaren_1,NLB072457_01,NLB072457_01_01,10,13,3,11,12,2,"1:dc","interval up","ann1","pr"
Er_was_een_meisje_van_zestien_jaren_1,NLB072457_01,NLB072457_01_02,7,9,2,9,10,2,"2:ba","melodic, descending interval","ann1","length"
Er_was_een_meisje_van_zestien_jaren_1,NLB072457_01,NLB072457_01_03,17,19,2,20,21,2,"2:ba","melodic, descending interval","ann1","pr"
Er_was_een_meisje_van_zestien_jaren_1,NLB072457_01,NLB072457_01_04,30,33,3,37,39,3,"3:bag","melodic","ann1",""
Het_was_laatst_op_een_zomerdag,NLB072482_01,NLB072482_01_00,6,13,7,6,11,6,"1:eddedd","rhythmic, repetition","ann1",""
Het_was_laatst_op_een_zomerdag,NLB072482_01,NLB072482_01_01,16,23,7,15,19,5,"2:dedcb","melodic figure","ann1","length"
Het_was_laatst_op_een_zomerdag,NLB072482_01,NLB072482_01_02,23,33,10,20,27,8,"3:defisggaab","melodic:ascending line","ann1","start|length"
Er_was_een_herderinnetje_1,NLB072497_01,NLB072497_01_00,55/2,30,5/2,33,34,2,"1:ad","descending interval, leap","ann1",""
Er_was_een_herderinnetje_1,NLB072497_01,NLB072497_01_01,79/2,42,5/2,47,48,2,"1:ad","descending interval, leap","ann1",""
Er_was_een_herderinnetje_1,NLB072497_01,NLB072497_01_02,65,68,3,69,71,3,"2:fised","melodic line and rhythmic figure","ann1","length"
Er_was_een_herderinnetje_1,NLB072497_01,NLB072497_01_03,139/2,75,11/2,74,76,3,"3:bag","melodic line","ann1","length"
Vaarwel_bruidje_schoon,NLB072499_01,NLB072499_01_00,1,6,5,1,4,4,"1:defisg","melodic line","ann1",""
Vaarwel_bruidje_schoon,NLB072499_01,NLB072499_01_01,14,19,5,12,15,4,"1:defisg","melodic line","ann1","pr"
Vaarwel_bruidje_schoon,NLB072499_01,NLB072499_01_02,26,34,8,23,28,6,"3:deedee","rhythmic, repeating note","ann1","length"
Het_vrouwtje_van_Stavoren_1,NLB072500_01,NLB072500_01_00,11,15,4,10,13,4,"1:deda","rhytmic+melodic","ann2","length"
