@relation groupsamp
@attribute class {'X1','X10','X2','X3','X4','X5','X6','X7','X8','X9'}
@attribute Prevalence_of_Most_Common_Pitch numeric
@attribute Prevalence_of_Most_Common_Pitch_Class numeric
@attribute Relative_Prevalence_of_Top_Pitches numeric
@attribute Relative_Prevalence_of_Top_Pitch_Classes numeric
@attribute Interval_Between_Most_Prevalent_Pitches numeric
@attribute Interval_Between_Most_Prevalent_Pitch_Classes numeric
@attribute Number_of_Common_Pitches numeric
@attribute Pitch_Variety numeric
@attribute Pitch_Class_Variety numeric
@attribute Range numeric
@attribute Most_Common_Pitch numeric
@attribute Mean_Pitch numeric
@attribute Importance_of_Middle_Register numeric
@attribute Importance_of_High_Register numeric
@attribute Most_Common_Pitch_Class numeric
@attribute Dominant_Spread numeric
@attribute Strong_Tonal_Centres numeric
@attribute Most_Common_Melodic_Interval numeric
@attribute Mean_Melodic_Interval numeric
@attribute Number_of_Common_Melodic_Intervals numeric
@attribute Distance_Between_Most_Prevalent_Melodic_Intervals numeric
@attribute Prevalence_of_Most_Common_Melodic_Interval numeric
@attribute Relative_Prevalence_of_Most_Common_Melodic_Intervals numeric
@attribute Amount_of_Arpeggiation numeric
@attribute Repeated_Notes numeric
@attribute Chromatic_Motion numeric
@attribute Stepwise_Motion numeric
@attribute Melodic_Thirds numeric
@attribute Melodic_Perfect_Fourths numeric
@attribute Melodic_Tritones numeric
@attribute Melodic_Perfect_Fifths numeric
@attribute Melodic_Sixths numeric
@attribute Melodic_Sevenths numeric
@attribute Melodic_Octaves numeric
@attribute Melodic_Large_Intervals numeric
@attribute Minor_Major_Melodic_Third_Ratio numeric
@attribute Melodic_Embellishments numeric
@attribute Direction_of_Melodic_Motion numeric
@attribute Average_Length_of_Melodic_Arcs numeric
@attribute Average_Interval_Spanned_by_Melodic_Arcs numeric
@attribute Melodic_Pitch_Variety numeric
@attribute Strongest_Rhythmic_Pulse numeric
@attribute Second_Strongest_Rhythmic_Pulse numeric
@attribute Harmonicity_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Strength_of_Strongest_Rhythmic_Pulse numeric
@attribute Strength_of_Second_Strongest_Rhythmic_Pulse numeric
@attribute Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Combined_Strength_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Number_of_Strong_Rhythmic_Pulses numeric
@attribute Number_of_Moderate_Rhythmic_Pulses numeric
@attribute Number_of_Relatively_Strong_Rhythmic_Pulses numeric
@attribute Polyrhythms numeric
@attribute Rhythmic_Variability numeric
@attribute Note_Density numeric
@attribute Note_Density_Variability numeric
@attribute Average_Note_Duration numeric
@attribute Variability_of_Note_Durations numeric
@attribute Maximum_Note_Duration numeric
@attribute Minimum_Note_Duration numeric
@attribute Amount_of_Staccato numeric
@attribute Average_Time_Between_Attacks numeric
@attribute Variability_of_Time_Between_Attacks numeric
@attribute Complete_Rests numeric
@attribute Longest_Complete_Rest numeric
@attribute Duration numeric
@data
'X1',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
'X1',0.2097,0.2097,0.6923,0.6923,3,3,4,12,11,12,67,67,0.9839,0.01613,7,1,4,2,2.008,3,2,0.4797,0.4068,0.3089,0.1951,0.1301,0.6098,0.09756,0.07317,0,0.00813,0.00813,0.00813,0,0,1,0.008065,0.4444,2.25,5.5,4.442,60,120,2,0.2591,0.2228,1.163,0.4819,5,5,5,0.4,0.03499,2.431,0.433,0.4052,0.1827,1.5,0.125,0,0.406,0.1829,0.01951,50.75,51.25
'X1',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
'X1',0.4194,0.4194,0.4615,0.4615,2,2,3,8,7,14,74,74,0.2258,0.7742,2,2,2,2,1.9,3,2,0.4333,0.6923,0.5333,0.3,0,0.4333,0.2,0.03333,0,0.03333,0,0,0,0,5,0,0.5238,1.909,4.818,3.391,80,40,2,0.2473,0.2043,1.211,0.4516,5,5,5,0.4,0.0351,2.583,0.25,0.3629,0.1919,0.75,0.25,0,0.3662,0.194,0.08163,11.75,12.25
'X1',0.3333,0.3333,0.5,0.8333,7,7,5,6,5,12,69,67,0.8889,0.1111,9,3,2,3,2.882,5,2,0.2353,1,0.5882,0.1765,0.05882,0.1765,0.4118,0.2353,0,0,0,0,0,0,1.333,0,0.5,2.8,8.4,4.833,120,60,2,0.3571,0.3333,1.071,0.6905,3,3,3,1,0.04529,1.636,0.2887,0.5556,0.1617,1,0.5,0,0.5583,0.1661,0.09091,10.5,11
'X1',0.2025,0.211,0.5,0.74,5,5,3,19,12,20,74,72,0.4684,0.5316,2,4,2,2,2.017,3,2,0.3686,0.6207,0.3432,0.2288,0.2119,0.5805,0.0678,0.06356,0.004237,0.02119,0.008475,0.004237,0.02119,0,7,0.02954,0.4231,2.193,5.627,4.388,120,60,2,0.2105,0.208,1.012,0.4184,5,8,5,0.6,0.03116,2.633,0.9509,0.3755,0.1908,1,0.125,0,0.3745,0.191,0.01114,52.83,90
'X1',0.7143,0.7143,0.2,0.2,2,2,3,3,3,3,76,76,0,1,4,1,3,0,0.6667,3,1,0.6667,0.25,0.8333,0.6667,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0,0,0.5,2,3,1,60,80,1.333,0.2308,0.2308,1,0.4615,5,5,5,0.4,0.03543,2.333,0,0.3214,0.189,0.75,0.25,0,0.3328,0.2041,0.3077,2.75,3.25
'X1',0.2857,0.2857,0.6667,0.6667,7,5,6,7,7,11,74,71,0.5476,0.4524,2,6,2,2,1.463,3,2,0.439,0.8333,0.4634,0.3659,0.09756,0.5366,0.04878,0,0,0.04878,0,0,0,0,0,0.02381,0.5769,1.857,4,3.6,60,120,2,0.229,0.2137,1.071,0.4427,5,5,5,0.4,0.03375,2.471,1,0.381,0.256,1.5,0.125,0,0.3654,0.2394,0.05882,16.5,17
'X1',0.2727,0.2727,1,1,2,2,5,5,5,7,76,77,0,1,4,4,3,2,1.8,3,1,0.6,0.5,0.1,0,0.3,0.9,0.1,0,0,0,0,0,0,0,0,0,0.5,3.333,4.333,3.5,120,80,1.5,0.25,0.2188,1.143,0.4688,5,5,5,0.6,0.03526,2.2,1.945,0.3864,0.3034,1.25,0.25,0,0.2995,0.1054,0.1905,4.75,5.25
'X1',0.2449,0.2449,0.75,0.75,5,5,4,9,7,14,70,67,0.9592,0.04082,10,3,3,2,2.021,4,2,0.3125,0.9333,0.3958,0.2917,0.1458,0.4583,0.1042,0.1042,0,0,0.04167,0,0,0,0.6667,0.02041,0.4118,2.125,6,3.973,80,40,2,0.205,0.1988,1.031,0.4037,5,10,5,0.4,0.03043,2.579,0.9129,0.3827,0.2857,1.25,0.125,0,0.3849,0.2881,0.05063,19.25,19.75
'X1',0.3077,0.3077,0.75,0.75,2,2,4,6,6,9,71,71,0.7692,0.2308,11,2,3,2,2.167,2,1,0.6667,0.25,0.08333,0,0.1667,0.8333,0.08333,0.08333,0,0,0,0,0,0,0,0,0.4167,3,5.75,4.429,48,60,1.25,0.2051,0.2051,1,0.4103,5,5,5,0.2,0.03485,2.6,2.298,0.3269,0.2137,1,0.25,0,0.3328,0.2219,0.1905,4.75,5.25
'X1',0.4286,0.4286,0.6667,0.6667,3,9,4,4,4,5,74,73,0.4286,0.5714,2,2,3,2,2.167,5,2,0.3333,0.5,0.3333,0.1667,0.1667,0.5,0.1667,0.1667,0,0,0,0,0,0,0,0,0.2,2.5,4,2.667,80,120,1.5,0.2857,0.2857,1,0.5714,4,5,4,0.25,0.03779,1.75,0,0.4286,0.3134,1,0.25,0,0.3328,0.2041,0.25,3.5,4
'X1',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
'X1',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
'X1',0.3,0.3,1,1,2,2,5,5,5,7,69,70,0.9,0.1,9,4,3,2,2,4,2,0.6667,0.1667,0.1111,0.1111,0.1111,0.7778,0,0.1111,0,0,0,0,0,0,0,0,0.25,4,5.5,3.8,120,80,1.5,0.2593,0.2222,1.167,0.4815,5,5,5,0.6,0.03544,2.5,0,0.325,0.1687,0.75,0.25,0,0.2773,0.08333,0.2353,3.75,4.25
'X1',0.3182,0.3182,0.4286,0.4286,5,5,7,9,7,14,60,61,1,0,0,7,2,2,2.762,6,1,0.2857,0.6667,0.4286,0.1429,0.09524,0.381,0.2857,0.1429,0,0,0.04762,0,0,0,2,0,0.3333,3,8.5,4.5,40,120,3,0.4167,0.3333,1.25,0.75,3,3,3,0.6667,0.04617,1.048,0.326,0.9318,0.6778,2.5,0.5,0,0.8567,0.5946,0.04651,21,21.5
'X1',0.2778,0.2778,0.5,0.6,7,5,5,8,7,12,74,72,0.4722,0.5278,2,5,1,2,1.943,3,2,0.3714,0.7692,0.4857,0.2857,0.08571,0.4571,0.1714,0.05714,0,0.02857,0,0,0,0,0.5,0,0.4,2.273,6,4.385,120,60,2,0.2124,0.1947,1.091,0.4071,5,10,5,0.6,0.03072,2.769,0.2679,0.3542,0.1854,1,0.125,0,0.3567,0.1872,0.07273,13.25,13.75
'X1',0.3,0.3,0.8333,0.8333,2,2,5,6,5,12,69,70,0.9,0.1,9,4,3,2,2.579,2,1,0.7895,0.1333,0.1053,0,0.1053,0.8947,0,0,0,0.05263,0,0.05263,0,0,0,0,0.4211,2.375,5.875,4.429,40,120,3,0.2353,0.2157,1.091,0.451,5,5,5,0.6,0.03504,2.222,0.1768,0.4375,0.1966,0.75,0.25,0,0.4469,0.1968,0.1026,9.25,9.75
'X1',0.2105,0.2632,1,0.8,5,5,6,8,7,12,74,74,0.3684,0.6316,7,6,2,2,3.111,6,2,0.2222,0.75,0.5,0.1667,0.1111,0.3333,0.2222,0.1111,0,0.1111,0.05556,0,0,0,3,0,0.4667,2.5,7.333,5,80,120,1.5,0.1957,0.1957,1,0.3913,5,9,5,0.4,0.03136,2.375,0.6482,0.3816,0.2901,1.25,0.125,0,0.3884,0.2967,0.1212,7.75,8.25
'X1',0.1962,0.1962,0.9804,1,2,7,5,9,7,14,69,69,0.7923,0.2077,2,4,1,2,2.166,3,2,0.4479,0.3448,0.3398,0.1544,0.1429,0.5907,0.1544,0.05792,0.007722,0.03089,0.003861,0,0,0,0.9048,0.05,0.4292,2.671,6.78,5.058,120,60,2,0.2196,0.2112,1.04,0.4308,5,10,5,0.6,0.03106,2.476,0.8632,0.401,0.2934,2,0.125,0,0.4011,0.2938,0.009501,104.7,105.2
'X1',0.3396,0.3396,0.5556,0.5556,3,9,4,9,7,14,74,72,0.4528,0.5472,2,5,2,2,2.135,3,2,0.4038,0.619,0.4615,0.25,0.05769,0.4615,0.1731,0.07692,0,0.01923,0,0.01923,0,0,3.5,0,0.359,2.6,7.133,4.95,120,60,2,0.253,0.2108,1.2,0.4639,5,5,5,0.6,0.03524,2.65,1.571,0.3726,0.1671,1,0.25,0,0.3745,0.1679,0.04819,20.25,20.75
'X1',0.4444,0.4444,0.5,0.5,2,2,4,4,4,5,76,76,0,1,4,2,3,0,1,4,1,0.625,0.2,0.625,0.625,0.125,0.25,0,0.125,0,0,0,0,0,0,0,0,0.3333,3,5,1,80,40,2,0.2632,0.2105,1.25,0.4737,5,5,5,0.4,0.03549,2.25,0,0.3611,0.1816,0.75,0.25,0,0.3745,0.189,0.2353,3.75,4.25
'X1',0.2308,0.2308,0.6667,0.6667,5,5,4,8,7,12,79,75,0.2308,0.7692,7,4,2,2,2.083,2,1,0.5833,0.2857,0.1667,0.08333,0.1667,0.75,0.08333,0.08333,0,0,0,0,0,0,0,0.07692,0.6364,3.667,6.667,4,120,60,2,0.2432,0.1892,1.286,0.4324,4,10,5,0.6,0.03041,2.6,2.298,0.3269,0.1305,0.5,0.125,0,0.3328,0.1341,0.1905,4.75,5.25
'X1',0.1992,0.2294,0.899,0.7807,5,7,6,11,7,17,74,70,0.6861,0.3139,2,6,2,2,2.226,4,2,0.4496,0.3453,0.3528,0.1552,0.123,0.5726,0.1633,0.06653,0,0.03427,0.008065,0,0,0,1.382,0.004024,0.4726,3.058,8.007,5.852,60,40,1.5,0.2612,0.2406,1.085,0.5018,5,6,5,0.4,0.03556,2.037,0.522,0.4899,0.2892,2,0.125,0,0.4879,0.2875,0.00409,244,244.5
'X1',0.2368,0.2368,0.7778,1,5,5,4,10,7,17,74,76,0.1316,0.8684,2,3,2,2,1.73,3,2,0.4054,0.5333,0.2973,0.2162,0.2162,0.6216,0.08108,0.08108,0,0,0,0,0,0,0.5,0.02632,0.4828,2.417,5.167,3.654,80,120,1.5,0.1849,0.1849,1,0.3699,5,10,5,0.4,0.03072,3.167,0.5204,0.2961,0.1213,0.75,0.125,0,0.2968,0.1227,0.08163,11.75,12.25
'X1',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
'X1',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
'X1',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
'X1',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
'X1',0.1986,0.1986,1,1,2,2,5,9,7,14,67,69,0.8562,0.1438,7,4,3,2,2.193,3,1,0.4552,0.3636,0.2828,0.131,0.1655,0.6207,0.131,0.07586,0.01379,0.02069,0.006897,0,0,0,1.111,0.05479,0.4603,2.8,6.956,5.439,120,60,2,0.2311,0.2181,1.059,0.4492,5,10,5,0.6,0.03205,2.393,0.7674,0.411,0.2969,2,0.125,0,0.403,0.2836,0.01639,60.5,61
'X1',0.2763,0.2763,0.8095,0.8095,3,9,5,7,6,12,74,71,0.6316,0.3684,2,4,2,2,2.453,4,1,0.4,0.5,0.4133,0.1333,0.09333,0.4933,0.24,0.08,0,0.04,0.01333,0,0,0,5,0,0.4,1.667,4.615,4.627,120,80,1.5,0.2125,0.2088,1.018,0.4212,5,5,5,0.6,0.03386,3.04,1.7,0.3191,0.2115,1.25,0.125,0,0.3195,0.2128,0.0396,24.75,25.25
'X1',0.1755,0.1917,0.9474,0.9157,3,9,6,15,8,24,71,70,0.6721,0.3279,2,6,2,2,2.042,3,2,0.375,0.5926,0.4074,0.2222,0.1528,0.5278,0.1481,0.0625,0,0.03009,0.002315,0,0.006944,0,1.133,0.006928,0.4315,2.196,5.732,4.645,120,40,3,0.2061,0.1971,1.046,0.4032,5,10,5,0.6,0.03067,2.577,0.8646,0.3868,0.2406,2,0.125,0,0.3849,0.2391,0.005935,168,168.5
'X1',0.2174,0.2174,0.9,0.9,4,4,5,9,7,14,67,69,0.8696,0.1304,7,4,2,2,2.044,3,2,0.4222,0.5263,0.3778,0.2222,0.1111,0.5333,0.1333,0.08889,0,0.02222,0,0,0,0,0.5,0,0.4286,2.333,5.8,3.857,60,120,2,0.2308,0.2168,1.065,0.4476,5,5,5,0.4,0.03503,2.421,1.008,0.3913,0.2821,1.5,0.25,0,0.3884,0.2848,0.05263,18.5,19
'X1',0.2356,0.241,0.7634,0.7463,2,2,4,15,11,19,74,72,0.464,0.536,2,2,2,2,2.229,4,2,0.4162,0.4892,0.3748,0.2036,0.0991,0.5153,0.1423,0.0973,0,0.02883,0.01261,0,0,0,0.7556,0.01259,0.4434,2.075,5.784,4.191,120,40,3,0.1981,0.1965,1.008,0.3946,5,10,5,0.6,0.03046,2.397,1.077,0.4157,0.2938,2,0.125,0,0.4142,0.293,0.004314,183.3,232.1
'X1',0.26,0.26,0.8077,0.8077,2,2,4,10,7,16,74,74,0.29,0.71,2,5,2,2,2.566,5,3,0.4343,0.3721,0.2929,0.09091,0.101,0.5354,0.1919,0.1616,0,0.0101,0.0101,0,0,0,2.167,0.02,0.4333,1.8,5.04,5.362,120,60,2,0.308,0.2996,1.028,0.6076,3,5,3,1,0.0408,1.639,0.4878,0.6,0.4129,2.5,0.25,0,0.5955,0.413,0.01639,60.5,61
'X1',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
'X1',0.75,0.75,0.3333,0.3333,2,2,2,2,2,2,74,74,0,1,2,1,2,0,0.5714,2,2,0.7143,0.4,0.7143,0.7143,0,0.2857,0,0,0,0,0,0,0,0,0,0,0.5,2,2,1.333,80,40,2,0.3333,0.2222,1.5,0.5556,5,5,5,0.4,0.03726,2,0,0.375,0.1336,0.5,0.25,0,0.3567,0.1336,0.25,3.5,4
'X1',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
'X1',0.2241,0.2414,0.8462,0.7857,3,9,4,12,7,19,74,72,0.5,0.5,2,5,2,2,2.333,2,3,0.5965,0.2647,0.1579,0.07018,0.08772,0.6842,0.08772,0.1579,0,0,0,0,0,0,0,0.06897,0.4717,2.208,5.458,4.886,120,40,3,0.2771,0.2711,1.022,0.5482,3,10,3,1,0.03729,2.071,0.6334,0.4741,0.1855,1,0.125,0,0.4732,0.1871,0.03509,28,28.5
'X1',0.3,0.3,0.6667,0.6667,1,11,7,7,7,10,72,73,0.6,0.4,0,7,2,1,2.111,3,1,0.4444,1,0.1111,0,0.4444,0.8889,0,0,0,0.1111,0,0,0,0,0,0,0.5556,4.5,4.5,4.667,120,80,1.5,0.2667,0.2333,1.143,0.5,5,5,5,0.6,0.03579,2.5,0,0.3,0.1054,0.5,0.25,0,0.2773,0.08333,0.25,3.5,4
'X1',0.1327,0.1803,0.8974,0.9623,2,3,4,18,10,24,67,69,0.7347,0.2653,4,6,2,2,2.454,5,1,0.3447,0.604,0.4061,0.1263,0.1433,0.4881,0.2526,0.09215,0.003413,0.02048,0.006826,0.003413,0.003413,0.003413,4.692,0.003401,0.4414,2.133,5.975,5.305,80,40,2,0.2244,0.2234,1.005,0.4478,5,9,5,0.4,0.03302,2.673,0.7963,0.3733,0.2403,1.25,0.0625,0.003401,0.3732,0.2406,0.009029,110.2,110.8
'X1',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
'X1',0.2765,0.2765,0.7979,0.7979,2,2,4,12,9,16,69,69,0.9176,0.08235,9,4,3,2,2.566,2,2,0.5723,0.232,0.2891,0.1327,0.08555,0.6578,0.0649,0.0354,0,0.04425,0.0177,0.04425,0.00295,0,2.143,0.01176,0.3844,2.178,6.356,4.827,60,40,1.5,0.2226,0.2205,1.009,0.4431,5,5,5,0.4,0.0347,2.194,0.7512,0.4537,0.277,2,0.125,0,0.4523,0.277,0.006441,154.7,155.2
'X1',0.3696,0.3696,0.5294,0.5294,2,2,4,8,7,14,74,74,0.2174,0.7826,2,3,2,2,1.911,3,2,0.3778,0.7647,0.4889,0.2889,0.06667,0.4444,0.1778,0.06667,0,0.02222,0,0,0,0,1.667,0,0.4375,2.133,5.6,3.829,80,40,2,0.2313,0.2041,1.133,0.4354,5,7,5,0.4,0.03341,2.706,0.6124,0.3641,0.1933,0.75,0.125,0,0.3662,0.1947,0.05634,17.25,17.75
'X1',0.6667,0.6667,0.25,0.25,3,2,3,3,3,5,74,73,0.1667,0.8333,2,2,1,0,1.273,3,2,0.4545,0.8,0.6364,0.4545,0,0.3636,0.1818,0,0,0,0,0,0,0,0,0,0.5,1.5,2.75,1.667,120,80,1.5,0.25,0.225,1.111,0.475,5,5,5,0.6,0.03536,3,0,0.3125,0.1554,0.75,0.25,0,0.2722,0.07538,0.2105,4.25,4.75
'X1',0.3,0.3,1,1,4,4,5,5,5,7,67,69,0.9,0.1,7,4,3,2,1.889,4,2,0.4444,0.5,0.4444,0.2222,0.1111,0.5556,0.2222,0,0,0,0,0,0,0,0,0,0.2857,2.333,5,2.8,120,60,2,0.3043,0.2174,1.4,0.5217,5,5,5,0.6,0.03633,2.5,0,0.325,0.1208,0.5,0.25,0,0.3328,0.125,0.2353,3.75,4.25
'X1',0.25,0.25,0.9,1,5,5,5,9,7,17,62,65,1,0,2,6,1,2,1.795,4,2,0.359,0.6429,0.3333,0.2308,0.2051,0.5641,0.1026,0.1026,0,0,0,0,0,0,1,0,0.5,2,4.333,3.533,40,80,2,0.1973,0.1973,1,0.3946,5,8,5,0.6,0.03316,3.077,0.5204,0.3063,0.1414,0.75,0.125,0,0.3072,0.1429,0.07547,12.75,13.25
'X1',0.1923,0.2154,0.88,0.8571,7,5,6,11,7,17,74,70,0.6769,0.3231,2,6,2,2,2.426,6,2,0.3876,0.4,0.3798,0.155,0.1163,0.5039,0.1938,0.1008,0,0.03101,0.0155,0,0,0,1.083,0,0.422,2.659,7.463,5.796,40,60,1.5,0.2413,0.2297,1.051,0.4709,5,8,5,0.6,0.03441,2.031,0.525,0.4846,0.2827,1.5,0.125,0,0.4782,0.2756,0.01562,63.5,64
'X2',0.2621,0.2621,1,1,2,2,3,9,7,14,69,69,0.9241,0.07586,9,3,3,0,1.576,3,2,0.3611,0.9231,0.4653,0.3611,0.1181,0.4514,0.1042,0.07639,0,0,0.006944,0,0,0,2,0.006897,0.4457,2.486,5.865,3.921,60,120,2,0.1904,0.1867,1.02,0.3771,5,10,5,0.4,0.03005,2.959,0.3375,0.3328,0.1653,1.5,0.125,0,0.3328,0.1657,0.02031,41.17,49.25
'X2',0.25,0.25,1,1,4,2,4,4,4,7,67,71,0.75,0.25,0,3,1,1,2.333,3,1,0.3333,1,0.3333,0,0.3333,0.6667,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,120,60,2,0.5,0.25,2,0.75,3,3,3,0.6667,0.04801,1.333,0,0.5,0.3536,1,0.25,0,0.3328,0.1443,0.3333,2.5,3
'X2',0.3,0.3,0.697,0.697,4,4,5,7,6,12,71,69,0.9091,0.09091,11,4,2,0,1.743,3,2,0.4037,0.5682,0.5505,0.4037,0.1101,0.3394,0.1468,0.08257,0,0,0.02752,0,0,0,1,0.009091,0.4462,2.5,7.192,3.871,120,60,2,0.2253,0.2,1.127,0.4253,5,6,5,0.6,0.03364,2.895,0.7721,0.3386,0.1573,1.25,0.125,0,0.339,0.1578,0.02614,37.75,38.25
'X2',0.2062,0.2062,0.9811,0.9811,2,2,5,9,7,14,67,69,0.821,0.179,7,4,3,2,2.227,3,1,0.457,0.3162,0.3203,0.1406,0.1445,0.6016,0.1445,0.06641,0.007812,0.03516,0.003906,0,0,0,0.85,0.05058,0.4455,2.651,6.819,5.067,120,60,2,0.221,0.2138,1.034,0.4348,5,10,5,0.6,0.03131,2.471,0.534,0.4027,0.2869,2,0.125,0,0.4019,0.2874,0.009569,104,104.5
'X2',0.2414,0.2414,0.8571,0.8571,3,9,6,6,6,9,71,71,0.6379,0.3621,11,6,2,2,1.526,3,2,0.4211,0.7917,0.4386,0.3333,0.1228,0.5439,0.07018,0.01754,0,0.03509,0,0,0,0,3,0.05172,0.6579,2,4.316,3.312,120,40,3,0.2123,0.1955,1.086,0.4078,5,10,5,0.6,0.03066,2.636,0.3354,0.3707,0.2318,1.5,0.125,0,0.3679,0.2332,0.04444,22,22.5
'X2',0.2857,0.2857,1,1,5,5,5,5,5,7,62,65,1,0,2,4,1,2,1.5,3,2,0.6667,0.25,0.1667,0.1667,0.1667,0.8333,0,0,0,0,0,0,0,0,0,0,0.2,5,2,1.5,60,80,1.333,0.2857,0.2857,1,0.5714,4,5,4,0.5,0.03779,2.333,0,0.3214,0.122,0.5,0.25,0,0.3328,0.1291,0.3077,2.75,3.25
'X2',0.1955,0.2112,0.908,0.8404,3,9,6,15,8,24,74,71,0.6292,0.3708,2,6,2,2,2.032,3,2,0.3694,0.6524,0.4347,0.241,0.1441,0.5135,0.1464,0.04955,0,0.04054,0.002252,0,0.006757,0,0.8571,0,0.4392,2.203,5.85,4.612,120,40,3,0.2028,0.1934,1.049,0.3962,5,10,5,0.6,0.03045,2.587,0.8422,0.386,0.2639,2,0.125,0,0.3858,0.2642,0.005789,172.2,172.8
'X2',0.3182,0.3182,0.8571,0.8571,2,2,5,8,7,12,74,75,0.1591,0.8409,2,3,2,2,1.884,4,2,0.3256,0.8571,0.4884,0.2791,0.1395,0.4651,0.186,0.04651,0,0,0,0,0.02326,0,7,0,0.4839,2.214,5.429,3.941,80,40,2,0.2394,0.1972,1.214,0.4366,5,5,5,0.4,0.035,2.75,0.375,0.3466,0.1723,0.75,0.25,0,0.3483,0.1737,0.06154,15.75,16.25
'X2',0.3333,0.3333,0.5,0.5,7,2,5,5,5,7,74,71,0.6667,0.3333,2,4,2,2,3,3,1,0.4,1,0.4,0,0,0.4,0.4,0.2,0,0,0,0,0,0,0,0,0.4,1.667,2.667,2,60,120,2,0.3636,0.3636,1,0.7273,3,3,3,0.6667,0.0456,1.2,1.061,0.75,0.4183,1.5,0.5,0,0.5995,0.2236,0.1818,5,5.5
'X2',0.2571,0.2667,0.7222,0.6964,2,2,4,10,7,19,74,73,0.4286,0.5714,2,3,2,2,2.057,4,2,0.4545,0.3789,0.2919,0.1722,0.1483,0.6029,0.1053,0.1053,0,0.01435,0,0,0,0,0.8333,0.01905,0.4393,2.276,5.632,4.169,40,120,3,0.1959,0.1862,1.052,0.3821,5,10,5,0.6,0.03002,2.658,0.733,0.3714,0.2201,1.5,0.125,0,0.3703,0.2204,0.01268,41.58,79
'X2',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
'X2',0.2927,0.2927,0.6667,0.6875,5,7,4,10,8,14,74,72,0.5183,0.4817,2,5,2,2,1.975,3,2,0.3742,0.7541,0.4724,0.2822,0.07362,0.4479,0.1656,0.07362,0,0.0184,0.006135,0.006135,0,0,2.857,0.01829,0.4444,2.489,6.66,5.078,120,60,2,0.2168,0.1923,1.127,0.4091,5,10,5,0.6,0.03249,2.78,0.4938,0.3567,0.1859,1.25,0.125,0,0.3553,0.1861,0.01681,59,59.5
